|||Energy sector
|||Oil & gas drilling
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
4|Tunisian Industrial Equipment|Industrial Machinery & Supplies & Components|https://www.tunisianindustrialequipment.tn|https://www.tunisianindustrialequipment.tn/careers|https://www.tunisianindustrialequipment.tn/news
5|Société des Composants Industriels|Industrial Machinery & Supplies & Components|https://www.sci.tn|https://www.sci.tn/careers|https://www.sci.tn/news
6|Tunisian Machine Tools|Industrial Machinery & Supplies & Components|https://www.tunisianmachinetools.tn|https://www.tunisianmachinetools.tn/careers|https://www.tunisianmachinetools.tn/news
7|Tunisian Industrial Machinery|Industrial Machinery & Supplies & Components|https://www.tunisianindustrialmachinery.tn|https://www.tunisianindustrialmachinery.tn/careers|https://www.tunisianindustrialmachinery.tn/news
8|Société Tunisienne de Fournitures|Industrial Machinery & Supplies & Components|https://www.stf.tn|https://www.stf.tn/careers|https://www.stf.tn/news
9|Tunisian Equipment Solutions|Industrial Machinery & Supplies & Components|https://www.tunisianequipmentsolutions.tn|https://www.tunisianequipmentsolutions.tn/careers|https://www.tunisianequipmentsolutions.tn/news
10|Tunisian Industrial Components|Industrial Machinery & Supplies & Components|https://www.tunisianindustrialcomponents.tn|https://www.tunisianindustrialcomponents.tn/careers|https://www.tunisianindustrialcomponents.tn/news

|||Trading companies & distributors
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Trading Company|Trading Companies & Distributors|https://www.tunisiantradingcompany.tn|https://www.tunisiantradingcompany.tn/careers|https://www.tunisiantradingcompany.tn/news
2|Société Tunisienne de Distribution|Trading Companies & Distributors|https://www.std.tn|https://www.std.tn/careers|https://www.std.tn/news
3|Tunisian Distributors Group|Trading Companies & Distributors|https://www.tunisian distributorsgroup.tn|https://www.tunisian distributorsgroup.tn/careers|https://www.tunisian distributorsgroup.tn/news
4|Tunisian Supply Solutions|Trading Companies & Distributors|https://www.tunisian supplysolutions.tn|https://www.tunisian supplysolutions.tn/careers|https://www.tunisian supplysolutions.tn/news
5|Société des Commerces Tunisiens|Trading Companies & Distributors|https://www.sct.tn|https://www.sct.tn/careers|https://www.sct.tn/news
6|Tunisian Import & Export|Trading Companies & Distributors|https://www.tunisianimportexport.tn|https://www.tunisianimportexport.tn/careers|https://www.tunisianimportexport.tn/news
7|Tunisian Wholesale Traders|Trading Companies & Distributors|https://www.tunisianwholesaletraders.tn|https://www.tunisianwholesaletraders.tn/careers|https://www.tunisianwholesaletraders.tn/news
8|Société Tunisienne de Commerce|Trading Companies & Distributors|https://www.stc.tn|https://www.stc.tn/careers|https://www.stc.tn/news
9|Tunisian Distribution Network|Trading Companies & Distributors|https://www.tunisian distributionnetwork.tn|https://www.tunisian distributionnetwork.tn/careers|https://www.tunisian distributionnetwork.tn/news
10|Tunisian Trading Partners|Trading Companies & Distributors|https://www.tunisiantradingpartners.tn|https://www.tunisiantradingpartners.tn/careers|https://www.tunisiantradingpartners.tn/news

|||Commercial services & supplies
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Commercial Services|Commercial Services & Supplies|https://www.tunisiancommercialservices.tn|https://www.tunisiancommercialservices.tn/careers|https://www.tunisiancommercialservices.tn/news
2|Société Tunisienne de Fournitures|Commercial Services & Supplies|https://www.stf.tn|https://www.stf.tn/careers|https://www.stf.tn/news
3|Tunisian Supply Services|Commercial Services & Supplies|https://www.tunisiansupplyservices.tn|https://www.tunisiansupplyservices.tn/careers|https://www.tunisiansupplyservices.tn/news
4|Tunisian Commercial Solutions|Commercial Services & Supplies|https://www.tunisiancommercialsolutions.tn|https://www.tunisiancommercialsolutions.tn/careers|https://www.tunisiancommercialsolutions.tn/news
5|Société des Services Commerciaux|Commercial Services & Supplies|https://www.ssc.tn|https://www.ssc.tn/careers|https://www.ssc.tn/news
6|Tunisian Distribution Services|Commercial Services & Supplies|https://www.tunisian distributionservices.tn|https://www.tunisian distributionservices.tn/careers|https://www.tunisian distributionservices.tn/news
7|Tunisian Commercial Agency|Commercial Services & Supplies|https://www.tunisiancommercialagency.tn|https://www.tunisiancommercialagency.tn/careers|https://www.tunisiancommercialagency.tn/news
8|Société Tunisienne de Logistique|Commercial Services & Supplies|https://www.stl.tn|https://www.stl.tn/careers|https://www.stl.tn/news
9|Tunisian Business Services|Commercial Services & Supplies|https://www.tunisianbusinessservices.tn|https://www.tunisianbusinessservices.tn/careers|https://www.tunisianbusinessservices.tn/news
10|Tunisian Supply Chain Solutions|Commercial Services & Supplies|https://www.tunisian supplychainsolutions.tn|https://www.tunisian supplychainsolutions.tn/careers|https://www.tunisian supplychainsolutions.tn/news

|||Commercial printing
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Commercial Printing|Commercial Printing|https://www.tunisiancommercialprinting.tn|https://www.tunisiancommercialprinting.tn/careers|https://www.tunisiancommercialprinting.tn/news
2|Société Tunisienne d'Impression|Commercial Printing|https://www.sti.tn|https://www.sti.tn/careers|https://www.sti.tn/news
3|Tunisian Print Solutions|Commercial Printing|https://www.tunisianprintsolutions.tn|https://www.tunisianprintsolutions.tn/careers|https://www.tunisianprintsolutions.tn/news
4|Tunisian Graphic Printing|Commercial Printing|https://www.tunisiangraphicprinting.tn|https://www.tunisiangraphicprinting.tn/careers|https://www.tunisiangraphicprinting.tn/news
5|Société des Imprimeries Tunisiens|Commercial Printing|https://www.sit.tn|https://www.sit.tn/careers|https://www.sit.tn/news
6|Tunisian Digital Printing|Commercial Printing|https://www.tunisian digitalprinting.tn|https://www.tunisian digitalprinting.tn/careers|https://www.tunisian digitalprinting.tn/news
7|Tunisian Offset Printing|Commercial Printing|https://www.tunisianoffsetprinting.tn|https://www.tunisianoffsetprinting.tn/careers|https://www.tunisianoffsetprinting.tn/news
8|Société Tunisienne de Publicité|Commercial Printing|https://www.stp.tn|https://www.stp.tn/careers|https://www.stp.tn/news
9|Tunisian Print Media|Commercial Printing|https://www.tunisianprintmedia.tn|https://www.tunisianprintmedia.tn/careers|https://www.tunisianprintmedia.tn/news
10|Tunisian Label Printing|Commercial Printing|https://www.tunisianlabelprinting.tn|https://www.tunisianlabelprinting.tn/careers|https://www.tunisianlabelprinting.tn/news

|||Environmental & facilities services
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Environmental Services|Environmental & Facilities Services|https://www.tunisianenvironmentalservices.tn|https://www.tunisianenvironmentalservices.tn/careers|https://www.tunisianenvironmentalservices.tn/news
2|Société Tunisienne de Gestion des Déchets|Environmental & Facilities Services|https://www.stgd.tn|https://www.stgd.tn/careers|https://www.stgd.tn/news
3|Tunisian Facility Management|Environmental & Facilities Services|https://www.tunisianfacilitymanagement.tn|https://www.tunisianfacilitymanagement.tn/careers|https://www.tunisianfacilitymanagement.tn/news
4|Société de Nettoyage Tunisienne|Environmental & Facilities Services|https://www.snt.tn|https://www.snt.tn/careers|https://www.snt.tn/news
5|Tunisian Waste Management Solutions|Environmental & Facilities Services|https://www.tunisianwastemanagementsolutions.tn|https://www.tunisianwastemanagementsolutions.tn/careers|https://www.tunisianwastemanagementsolutions.tn/news
6|Tunisian Environmental Protection|Environmental & Facilities Services|https://www.tunisianenvironmentalprotection.tn|https://www.tunisianenvironmentalprotection.tn/careers|https://www.tunisianenvironmentalprotection.tn/news
7|Société Tunisienne de Services Écologiques|Environmental & Facilities Services|https://www.stse.tn|https://www.stse.tn/careers|https://www.stse.tn/news
8|Tunisian Urban Services|Environmental & Facilities Services|https://www.tunisianurbanservices.tn|https://www.tunisianurbanservices.tn/careers|https://www.tunisianurbanservices.tn/news
9|Tunisian Green Facilities|Environmental & Facilities Services|https://www.tunisiangreenfacilities.tn|https://www.tunisiangreenfacilities.tn/careers|https://www.tunisiangreenfacilities.tn/news
10|Tunisian Cleaning and Maintenance|Environmental & Facilities Services|https://www.tunisiancleaningmaintenance.tn|https://www.tunisiancleaningmaintenance.tn/careers|https://www.tunisiancleaningmaintenance.tn/news

|||Office services & supplies
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Office Supplies|Office Services & Supplies|https://www.tunisianofficesupplies.tn|https://www.tunisianofficesupplies.tn/careers|https://www.tunisianofficesupplies.tn/news
2|Société Tunisienne de Fournitures de Bureau|Office Services & Supplies|https://www.stfb.tn|https://www.stfb.tn/careers|https://www.stfb.tn/news
3|Tunisian Office Solutions|Office Services & Supplies|https://www.tunisianofficesolutions.tn|https://www.tunisianofficesolutions.tn/careers|https://www.tunisianofficesolutions.tn/news
4|Société de Services de Bureau|Office Services & Supplies|https://www.ssdb.tn|https://www.ssdb.tn/careers|https://www.ssdb.tn/news
5|Tunisian Stationery Supplies|Office Services & Supplies|https://www.tunisianstationerysupplies.tn|https://www.tunisianstationerysupplies.tn/careers|https://www.tunisianstationerysupplies.tn/news
6|Tunisian Business Supplies|Office Services & Supplies|https://www.tunisianbusinesssupplies.tn|https://www.tunisianbusinesssupplies.tn/careers|https://www.tunisianbusinesssupplies.tn/news
7|Société Tunisienne de Papeterie|Office Services & Supplies|https://www.stp.tn|https://www.stp.tn/careers|https://www.stp.tn/news
8|Tunisian Office Equipment|Office Services & Supplies|https://www.tunisianofficeequipment.tn|https://www.tunisianofficeequipment.tn/careers|https://www.tunisianofficeequipment.tn/news
9|Tunisian Printing Supplies|Office Services & Supplies|https://www.tunisianprintingsupplies.tn|https://www.tunisianprintingsupplies.tn/careers|https://www.tunisianprintingsupplies.tn/news
10|Société Tunisienne de Services Administratifs|Office Services & Supplies|https://www.stsa.tn|https://www.stsa.tn/careers|https://www.stsa.tn/news

|||Diversified support services
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Support Services|Diversified Support Services|https://www.tunisian supportservices.tn|https://www.tunisian supportservices.tn/careers|https://www.tunisian supportservices.tn/news
2|Société Tunisienne de Services Diversifiés|Diversified Support Services|https://www.stsd.tn|https://www.stsd.tn/careers|https://www.stsd.tn/news
3|Tunisian Facility Services|Diversified Support Services|https://www.tunisianfacilityservices.tn|https://www.tunisianfacilityservices.tn/careers|https://www.tunisianfacilityservices.tn/news
4|Société de Soutien et de Services|Diversified Support Services|https://www.sss.tn|https://www.sss.tn/careers|https://www.sss.tn/news
5|Tunisian Comprehensive Support|Diversified Support Services|https://www.tunisiancomprehensivesupport.tn|https://www.tunisiancomprehensivesupport.tn/careers|https://www.tunisiancomprehensivesupport.tn/news
6|Tunisian Outsourcing Solutions|Diversified Support Services|https://www.tunisianoutsourcingsolutions.tn|https://www.tunisianoutsourcingsolutions.tn/careers|https://www.tunisianoutsourcingsolutions.tn/news
7|Société Tunisienne d'Assistance|Diversified Support Services|https://www.sta.tn|https://www.sta.tn/careers|https://www.sta.tn/news
8|Tunisian Integrated Services|Diversified Support Services|https://www.tunisianintegratedservices.tn|https://www.tunisianintegratedservices.tn/careers|https://www.tunisianintegratedservices.tn/news
9|Tunisian Business Support|Diversified Support Services|https://www.tunisianbusinesssupport.tn|https://www.tunisianbusinesssupport.tn/careers|https://www.tunisianbusinesssupport.tn/news
10|Société de Services et d'Assistance|Diversified Support Services|https://www.ssa.tn|https://www.ssa.tn/careers|https://www.ssa.tn/news

|||Security & alarm services
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Security Services|Security & Alarm Services|https://www.tunisiansecurityservices.tn|https://www.tunisiansecurityservices.tn/careers|https://www.tunisiansecurityservices.tn/news
2|Société Tunisienne de Sécurité|Security & Alarm Services|https://www.sts.tn|https://www.sts.tn/careers|https://www.sts.tn/news
3|Tunisian Alarm Systems|Security & Alarm Services|https://www.tunisianalarmsystems.tn|https://www.tunisianalarmsystems.tn/careers|https://www.tunisianalarmsystems.tn/news
4|Société de Protection et de Sécurité|Security & Alarm Services|https://www.sps.tn|https://www.sps.tn/careers|https://www.sps.tn/news
5|Tunisian Surveillance Solutions|Security & Alarm Services|https://www.tunisian-surveillancesolutions.tn|https://www.tunisian-surveillancesolutions.tn/careers|https://www.tunisian-surveillancesolutions.tn/news
6|Tunisian Security Systems|Security & Alarm Services|https://www.tunisiansecuritysystems.tn|https://www.tunisiansecuritysystems.tn/careers|https://www.tunisiansecuritysystems.tn/news
7|Société Tunisienne d'Alarme|Security & Alarm Services|https://www.sta.tn|https://www.sta.tn/careers|https://www.sta.tn/news
8|Tunisian Guard Services|Security & Alarm Services|https://www.tunisiguardservices.tn|https://www.tunisiguardservices.tn/careers|https://www.tunisiguardservices.tn/news
9|Tunisian Safety and Security|Security & Alarm Services|https://www.tunisiansecurity.tn|https://www.tunisiansecurity.tn/careers|https://www.tunisiansecurity.tn/news
10|Société de Sécurité Privée|Security & Alarm Services|https://www.ssp.tn|https://www.ssp.tn/careers|https://www.ssp.tn/news

|||Human resource & employment services
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Human Resources|Human Resource & Employment Services|https://www.tunisianhumanresources.tn|https://www.tunisianhumanresources.tn/careers|https://www.tunisianhumanresources.tn/news
2|Société Tunisienne de Recrutement|Human Resource & Employment Services|https://www.str.tn|https://www.str.tn/careers|https://www.str.tn/news
3|Tunisian Employment Solutions|Human Resource & Employment Services|https://www.tunisianemploymentsolutions.tn|https://www.tunisianemploymentsolutions.tn/careers|https://www.tunisianemploymentsolutions.tn/news
4|Société de Gestion des Ressources Humaines|Human Resource & Employment Services|https://www.sgrh.tn|https://www.sgrh.tn/careers|https://www.sgrh.tn/news
5|Tunisian Staffing Services|Human Resource & Employment Services|https://www.tunisianstaffingservices.tn|https://www.tunisianstaffingservices.tn/careers|https://www.tunisianstaffingservices.tn/news
6|Tunisian Recruitment Agency|Human Resource & Employment Services|https://www.tunisianrecruitmentagency.tn|https://www.tunisianrecruitmentagency.tn/careers|https://www.tunisianrecruitmentagency.tn/news
7|Société Tunisienne de Placement|Human Resource & Employment Services|https://www.stp.tn|https://www.stp.tn/careers|https://www.stp.tn/news
8|Tunisian Career Solutions|Human Resource & Employment Services|https://www.tunisianCareersolutions.tn|https://www.tunisianCareersolutions.tn/careers|https://www.tunisianCareersolutions.tn/news
9|Tunisian HR Consultants|Human Resource & Employment Services|https://www.tunisianhrconsultants.tn|https://www.tunisianhrconsultants.tn/careers|https://www.tunisianhrconsultants.tn/news
10|Société de Services en Ressources Humaines|Human Resource & Employment Services|https://www.ssrh.tn|https://www.ssrh.tn/careers|https://www.ssrh.tn/news

|||Research & consulting services
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Research Institute|Research & Consulting Services|https://www.tunisianresearchinstitute.tn|https://www.tunisianresearchinstitute.tn/careers|https://www.tunisianresearchinstitute.tn/news
2|Société Tunisienne de Conseil|Research & Consulting Services|https://www.stc.tn|https://www.stc.tn/careers|https://www.stc.tn/news
3|Tunisian Consulting Group|Research & Consulting Services|https://www.tunisianconsultinggroup.tn|https://www.tunisianconsultinggroup.tn/careers|https://www.tunisianconsultinggroup.tn/news
4|Société de Recherche et d'Analyse|Research & Consulting Services|https://www.sra.tn|https://www.sra.tn/careers|https://www.sra.tn/news
5|Tunisian Market Research|Research & Consulting Services|https://www.tunisianmarketresearch.tn|https://www.tunisianmarketresearch.tn/careers|https://www.tunisianmarketresearch.tn/news
6|Tunisian Business Consultants|Research & Consulting Services|https://www.tunisianbusinessconsultants.tn|https://www.tunisianbusinessconsultants.tn/careers|https://www.tunisianbusinessconsultants.tn/news
7|Société de Conseil et d'Expertise|Research & Consulting Services|https://www.sce.tn|https://www.sce.tn/careers|https://www.sce.tn/news
8|Tunisian Innovation Consulting|Research & Consulting Services|https://www.tunisianinnovationconsulting.tn|https://www.tunisianinnovationconsulting.tn/careers|https://www.tunisianinnovationconsulting.tn/news
9|Tunisian Economic Research|Research & Consulting Services|https://www.tunisianeconomicresearch.tn|https://www.tunisianeconomicresearch.tn/careers|https://www.tunisianeconomicresearch.tn/news
10|Société de Stratégie et de Développement|Research & Consulting Services|https://www.ssd.tn|https://www.ssd.tn/careers|https://www.ssd.tn/news

|||Data processing & outsourced services
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Data Solutions|Data Processing & Outsourced Services|https://www.tunisiandatasolutions.tn|https://www.tunisiandatasolutions.tn/careers|https://www.tunisiandatasolutions.tn/news
2|Société Tunisienne de Traitement de Données|Data Processing & Outsourced Services|https://www.sttd.tn|https://www.sttd.tn/careers|https://www.sttd.tn/news
3|Tunisian Outsourcing Services|Data Processing & Outsourced Services|https://www.tunisianoutsourcingservices.tn|https://www.tunisianoutsourcingservices.tn/careers|https://www.tunisianoutsourcingservices.tn/news
4|Société de Services en Informatique|Data Processing & Outsourced Services|https://www.ssi.tn|https://www.ssi.tn/careers|https://www.ssi.tn/news
5|Tunisian IT Solutions|Data Processing & Outsourced Services|https://www.tunisianitsolutions.tn|https://www.tunisianitsolutions.tn/careers|https://www.tunisianitsolutions.tn/news
6|Tunisian Data Processing Center|Data Processing & Outsourced Services|https://www.tunisianprocessingcenter.tn|https://www.tunisianprocessingcenter.tn/careers|https://www.tunisianprocessingcenter.tn/news
7|Société de Gestion de Données|Data Processing & Outsourced Services|https://www.sgd.tn|https://www.sgd.tn/careers|https://www.sgd.tn/news
8|Tunisian Business Process Outsourcing|Data Processing & Outsourced Services|https://www.tunisianbpo.tn|https://www.tunisianbpo.tn/careers|https://www.tunisianbpo.tn/news
9|Tunisian Cloud Services|Data Processing & Outsourced Services|https://www.tunisiancloudservices.tn|https://www.tunisiancloudservices.tn/careers|https://www.tunisiancloudservices.tn/news
10|Société de Solutions Informatiques|Data Processing & Outsourced Services|https://www.ssi.tn|https://www.ssi.tn/careers|https://www.ssi.tn/news

|||Air freight & logistics
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Air Freight|Air Freight & Logistics|https://www.tunisianairfreight.tn|https://www.tunisianairfreight.tn/careers|https://www.tunisianairfreight.tn/news
2|Société Tunisienne de Logistique|Air Freight & Logistics|https://www.stl.tn|https://www.stl.tn/careers|https://www.stl.tn/news
3|Tunisian Cargo Services|Air Freight & Logistics|https://www.tunisiancargoservices.tn|https://www.tunisiancargoservices.tn/careers|https://www.tunisiancargoservices.tn/news
4|Air Freight Tunisia|Air Freight & Logistics|https://www.airfreighttunisia.tn|https://www.airfreighttunisia.tn/careers|https://www.airfreighttunisia.tn/news
5|Société de Transport Aérien|Air Freight & Logistics|https://www.sta.tn|https://www.sta.tn/careers|https://www.sta.tn/news
6|Tunisian Express Logistics|Air Freight & Logistics|https://www.tunisianexpresslogistics.tn|https://www.tunisianexpresslogistics.tn/careers|https://www.tunisianexpresslogistics.tn/news
7|Société de Fret Aérien|Air Freight & Logistics|https://www.sfa.tn|https://www.sfa.tn/careers|https://www.sfa.tn/news
8|Tunisian Freight Forwarders|Air Freight & Logistics|https://www.tunisianfreightforwarders.tn|https://www.tunisianfreightforwarders.tn/careers|https://www.tunisianfreightforwarders.tn/news
9|Tunisian Logistics Solutions|Air Freight & Logistics|https://www.tunisianlogisticssolutions.tn|https://www.tunisianlogisticssolutions.tn/careers|https://www.tunisianlogisticssolutions.tn/news
10|Société de Services Logistiques|Air Freight & Logistics|https://www.ssl.tn|https://www.ssl.tn/careers|https://www.ssl.tn/news

|||Passenger airlines
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisair|Passenger Airlines|https://www.tunisair.com.tn|https://www.tunisair.com.tn/careers|https://www.tunisair.com.tn/news
2|Nouvelair|Passenger Airlines|https://www.nouvelair.com|https://www.nouvelair.com/careers|https://www.nouvelair.com/news
3|Tunisian Air Services|Passenger Airlines|https://www.tunisianairservices.tn|https://www.tunisianairservices.tn/careers|https://www.tunisianairservices.tn/news
4|Syphax Airlines|Passenger Airlines|https://www.syphaxairlines.com|https://www.syphaxairlines.com/careers|https://www.syphaxairlines.com/news
5|Air Tunisia|Passenger Airlines|https://www.airtunisia.tn|https://www.airtunisia.tn/careers|https://www.airtunisia.tn/news
6|Tunisian Charter Airlines|Passenger Airlines|https://www.tunisiancharterairlines.tn|https://www.tunisiancharterairlines.tn/careers|https://www.tunisiancharterairlines.tn/news
7|Tunisian Regional Airlines|Passenger Airlines|https://www.tunisianregionalairlines.tn|https://www.tunisianregionalairlines.tn/careers|https://www.tunisianregionalairlines.tn/news
8|Tunisair Express|Passenger Airlines|https://www.tunisair-express.tn|https://www.tunisair-express.tn/careers|https://www.tunisair-express.tn/news
9|Tunisian Business Aviation|Passenger Airlines|https://www.tunisianbusinessaviation.tn|https://www.tunisianbusinessaviation.tn/careers|https://www.tunisianbusinessaviation.tn/news
10|Air Mediterranee|Passenger Airlines|https://www.airmediterranee.tn|https://www.airmediterranee.tn/careers|https://www.airmediterranee.tn/news

|||Marine transportation
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|CTN - Compagnie Tunisienne de Navigation|Marine Transportation|https://www.ctn.tn|https://www.ctn.tn/careers|https://www.ctn.tn/news
2|Société Tunisienne de Transport Maritime|Marine Transportation|https://www.sttm.tn|https://www.sttm.tn/careers|https://www.sttm.tn/news
3|Société de Navigation de Tunisie|Marine Transportation|https://www.snt.tn|https://www.snt.tn/careers|https://www.snt.tn/news
4|Tunisian Maritime Transport|Marine Transportation|https://www.tunisianmaritimetransport.tn|https://www.tunisianmaritimetransport.tn/careers|https://www.tunisianmaritimetransport.tn/news
5|Société Tunisienne de Fret Maritime|Marine Transportation|https://www.stfm.tn|https://www.stfm.tn/careers|https://www.stfm.tn/news
6|Tunisian Shipping Company|Marine Transportation|https://www.tunisianshippingcompany.tn|https://www.tunisianshippingcompany.tn/careers|https://www.tunisianshippingcompany.tn/news
7|Société de Transport Maritime de Passagers|Marine Transportation|https://www.stmp.tn|https://www.stmp.tn/careers|https://www.stmp.tn/news
8|Tunisian Cargo Shipping|Marine Transportation|https://www.tunisiancargoshipping.tn|https://www.tunisiancargoshipping.tn/careers|https://www.tunisiancargoshipping.tn/news
9|Société de Navigation et de Transports|Marine Transportation|https://www.snt.tn|https://www.snt.tn/careers|https://www.snt.tn/news
10|Tunisian Marine Services|Marine Transportation|https://www.tunisianmarineservices.tn|https://www.tunisianmarineservices.tn/careers|https://www.tunisianmarineservices.tn/news

|||Rail transportation
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|SNCFT - Société Nationale des Chemins de Fer Tunisiens|Rail Transportation|https://www.sncft.com.tn|https://www.sncft.com.tn/careers|https://www.sncft.com.tn/news
2|Tunisian Railway Company|Rail Transportation|https://www.tunisianrailway.tn|https://www.tunisianrailway.tn/careers|https://www.tunisianrailway.tn/news
3|Société de Transport Ferroviaire|Rail Transportation|https://www.stf.tn|https://www.stf.tn/careers|https://www.stf.tn/news
4|Tunisian Rail Services|Rail Transportation|https://www.tunisianrailservices.tn|https://www.tunisianrailservices.tn/careers|https://www.tunisianrailservices.tn/news
5|Société Tunisienne des Transports Ferroviaires|Rail Transportation|https://www.sttf.tn|https://www.sttf.tn/careers|https://www.sttf.tn/news
6|Tunisian Freight Rail|Rail Transportation|https://www.tunisianfreightrail.tn|https://www.tunisianfreightrail.tn/careers|https://www.tunisianfreightrail.tn/news
7|Société de Gestion des Chemins de Fer|Rail Transportation|https://www.sgcf.tn|https://www.sgcf.tn/careers|https://www.sgcf.tn/news
8|Tunisian Intercity Rail|Rail Transportation|https://www.tunisianintercityrail.tn|https://www.tunisianintercityrail.tn/careers|https://www.tunisianintercityrail.tn/news
9|Société Tunisienne de Transport de Passagers|Rail Transportation|https://www.sttp.tn|https://www.sttp.tn/careers|https://www.sttp.tn/news
10|Tunisian Rail Network|Rail Transportation|https://www.tunisianrailnetwork.tn|https://www.tunisianrailnetwork.tn/careers|https://www.tunisianrailnetwork.tn/news

|||Cargo ground transportation
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|STT - Société Tunisienne de Transport|Cargo Ground Transportation|https://www.stt.tn|https://www.stt.tn/careers|https://www.stt.tn/news
2|Société de Transport de Marchandises|Cargo Ground Transportation|https://www.stm.tn|https://www.stm.tn/careers|https://www.stm.tn/news
3|Tunisian Freight Services|Cargo Ground Transportation|https://www.tunisianfreightservices.tn|https://www.tunisianfreightservices.tn/careers|https://www.tunisianfreightservices.tn/news
4|Société Tunisienne de Logistique|Cargo Ground Transportation|https://www.stl.tn|https://www.stl.tn/careers|https://www.stl.tn/news
5|Tunisian Cargo Transport|Cargo Ground Transportation|https://www.tunisiancargotransport.tn|https://www.tunisiancargotransport.tn/careers|https://www.tunisiancargotransport.tn/news
6|Société de Distribution et de Transport|Cargo Ground Transportation|https://www.sdt.tn|https://www.sdt.tn/careers|https://www.sdt.tn/news
7|Tunisian Ground Logistics|Cargo Ground Transportation|https://www.tunisiangroundlogistics.tn|https://www.tunisiangroundlogistics.tn/careers|https://www.tunisiangroundlogistics.tn/news
8|Société de Transport et de Transit|Cargo Ground Transportation|https://www.stt.tn|https://www.stt.tn/careers|https://www.stt.tn/news
9|Tunisian Express Cargo|Cargo Ground Transportation|https://www.tunisianexpresscargo.tn|https://www.tunisianexpresscargo.tn/careers|https://www.tunisianexpresscargo.tn/news
10|Société de Transport Routier|Cargo Ground Transportation|https://www.str.tn|https://www.str.tn/careers|https://www.str.tn/news

|||Passenger ground transportation
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|SNT - Société Nationale des Transports|Passenger Ground Transportation|https://www.snt.tn|https://www.snt.tn/careers|https://www.snt.tn/news
2|Société de Transport de Passagers|Passenger Ground Transportation|https://www.stp.tn|https://www.stp.tn/careers|https://www.stp.tn/news
3|Tunisian Passenger Transport|Passenger Ground Transportation|https://www.tunisianpassengertransport.tn|https://www.tunisianpassengertransport.tn/careers|https://www.tunisianpassengertransport.tn/news
4|Société Tunisienne de Transport Urbain|Passenger Ground Transportation|https://www.sttu.tn|https://www.sttu.tn/careers|https://www.sttu.tn/news
5|Tunisian Public Transport Company|Passenger Ground Transportation|https://www.tunisianpublictransport.tn|https://www.tunisianpublictransport.tn/careers|https://www.tunisianpublictransport.tn/news
6|Société de Transport Interurbain|Passenger Ground Transportation|https://www.sti.tn|https://www.sti.tn/careers|https://www.sti.tn/news
7|Tunisian Metro Services|Passenger Ground Transportation|https://www.tunisianmetroservices.tn|https://www.tunisianmetroservices.tn/careers|https://www.tunisianmetroservices.tn/news
8|Société de Transport de Voyageurs|Passenger Ground Transportation|https://www.stv.tn|https://www.stv.tn/careers|https://www.stv.tn/news
9|Tunisian Shuttle Services|Passenger Ground Transportation|https://www.tunisian-shuttle.tn|https://www.tunisian-shuttle.tn/careers|https://www.tunisian-shuttle.tn/news
10|Société de Transport Touristique|Passenger Ground Transportation|https://www.stt.tn|https://www.stt.tn/careers|https://www.stt.tn/news

|||Transportation infrastructure
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Société Tunisienne d'Infrastructure de Transport|Transportation Infrastructure|https://www.stit.tn|https://www.stit.tn/careers|https://www.stit.tn/news
2|Société Nationale des Chemins de Fer Tunisiens|Transportation Infrastructure|https://www.sncft.com.tn|https://www.sncft.com.tn/careers|https://www.sncft.com.tn/news
3|Société Tunisienne des Autoroutes|Transportation Infrastructure|https://www.sta.tn|https://www.sta.tn/careers|https://www.sta.tn/news
4|Tunisian Road and Bridge Construction|Transportation Infrastructure|https://www.trbcc.tn|https://www.trbcc.tn/careers|https://www.trbcc.tn/news
5|Société de Gestion des Routes|Transportation Infrastructure|https://www.sgr.tn|https://www.sgr.tn/careers|https://www.sgr.tn/news
6|Tunisian Urban Infrastructure|Transportation Infrastructure|https://www.tunisianurbaninfrastructure.tn|https://www.tunisianurbaninfrastructure.tn/careers|https://www.tunisianurbaninfrastructure.tn/news
